@area,可住地面積１k�F当たり人口密度,昼夜間人口比率,外国人人口（人口１０万人当たり）,１５歳未満人口割合,１５〜６４歳人口割合,６５歳以上人口割合,未婚者割合（15歳以上人口）,人口増減率,転入超過率,転入率,転出率,核家族世帯割合,高齢夫婦のみの世帯の割合,高齢単身世帯の割合,総面積（都道府県面積に占める割合）,可住地面積割合,商業年間商品販売額［卸売業＋小売業］（従業者１人当たり）,商業年間商品販売額［卸売業＋小売業］（事業所当たり）,課税対象所得（納税義務者１人当たり）,標準財政規模（市町村財政）,小学校数（可住地面積100k�F当たり）,中学校数（可住地面積100k�F当たり）,高等学校数（可住地面積100k�F当たり）,就業者比率,第１次産業就業者比率（対就業者）,第２次産業就業者比率（対就業者）,第３次産業就業者比率（対就業者）,第２次産業及び第３次産業就業者比率（対就業者）,完全失業率,他市区町村への通勤者比率,他市区町村からの通勤者比率,高齢就業者割合［６５歳以上］,公民館数（人口100万人当たり）,図書館数（人口100万人当たり）,持ち家比率,空き家比率（対総住宅数）,１住宅当たりの延べ面積,小売店数（事業所・企業統計調査結果）（人口千人当たり）,飲食店数（事業所・企業統計調査結果）（人口千人当たり）,大型小売店数（事業所・企業統計調査結果）（人口10万人当たり）,百貨店数（事業所・企業統計調査結果）（人口10万人当たり）,一般病院数（人口10万人当たり）,一般診療所数（人口10万人当たり）,一般病院数（可住地面積100k�F当たり）,一般診療所数（可住地面積100k�F当たり）,介護老人福祉施設（65歳以上人口10万人当たり）
20382,770.5,95.6,1568,12.013,53.414,34.456,22.35817,-5.45,-0.45,2.45,2.89,58.23,16.18,11.94,1.25,14.73333333,3377.3,182.4,2739.683333,5690375.333,20.08333333,4.02,4.02,96.541,4.86,44.67,50.02,94.69,3.5,47.4,40.1,22.75,1416.3,101.2,87.1,17.03,135.67,7.89,3.79,12.645,0,5.1,75.9,4.02,56.84,29.4
20383,812.9,97.6,3526,14.227,58.076,27.301,23.79123,-3.71,-0.32,2.92,3.25,58.25,12.06,8.07,0.63,35.7,2364.6,173.4,2862.75,6368527.667,16.29333333,3.26,3.26,96.437,7.08,44.83,45.99,90.82,3.6,44.8,44.2,27.79,633.9,39.6,72.7,14.95,129.44,7.925,3.8,19.81,3.96,4,47.5,3.26,39.04,29
20384,324.4,92,1857.3,11.668,54.69,33.578,21.9457,-3.76,0.29,3.05,2.76,54.79,13.77,9.31,0.64,33.2,1862.8,89.5,2587.6,3278119.333,6.93,3.466666667,0,97.234,16.63,38.23,44.87,83.1,2.8,46.6,38.1,34.91,419.7,104.9,,,,6.4,4.46,0,0,0,52.5,0,17.3,31.3
20385,854.4,93,1759.3,15.973,61.17,22.419,26.17552,3.58,0.01,4.24,4.24,56.78,9.8,6.54,0.3,43.13333333,3680.5,333.6,2925.433333,4111895.667,11.30666667,5.65,5.65,96.923,6.65,37.41,53.48,90.88,3.1,60.2,47.8,27.69,863,66.4,64.9,16.07,109.24,5.575,2.055,19.92,0,0,59.7,0,47.48,29.6
20386,250.5,81.2,886.6,13.381,53.258,33.361,18.90476,-4.41,-0.85,1.98,2.82,54.36,15.49,9.23,0.57,24.23333333,1830.5,75.6,2509.366667,2384059,10.70333333,5.356666667,0,98.153,22.3,32.46,45.21,77.66,1.8,51.5,23.9,41.16,3917.5,206.2,,,,5.98,2.68,0,0,0,41.2,0,10.66,0
20388,589.2,96,1881.9,15.18,56.49,28.081,21.58496,-1.7,-1.14,2.24,3.39,61.38,13.52,9.15,0.4,27.16666667,3317.3,181.1,2912.45,2682891,6.76,6.76,0,97.29,7.25,42.09,49.76,91.84,2.7,56.1,55.6,28.91,1360.4,113.4,,,,7.94,3.06,0,0,0,34,0,20.24,0
20402,525.2,95,706.3,12.729,55.123,32.035,20.68996,-3.72,-0.31,2.89,3.2,56.14,13.97,9.29,0.54,34.66666667,1999.8,110.2,2633.233333,4091138.333,8.591666667,3.963333333,3.963333333,97.778,22.67,30.9,45.72,76.62,2.2,41.8,33.5,39.09,683.5,75.9,,,,8.28,3.53,0,0,7.6,45.6,3.94,20.62,23.7
20403,653.3,89.1,695.7,15.818,53.784,30.352,19.80153,-1.03,-0.31,2.39,2.69,56.56,12.39,8.75,0.33,43.76666667,3802,303,2723.7,3931380,10.07,5.033333333,0,97.33,17.23,29.76,52.36,82.12,2.7,52.6,38.1,36.22,1796.65,76.5,,,,8.065,3.975,19.115,3.825,7.6,61.2,5.06,40.26,25.2
20404,265.5,100.5,1007.7,9.714,48.106,42.181,24.10634,-9.04,0.46,3.24,2.78,47.54,17.51,15.05,0.91,12.66666667,1570,65.3,2479.716667,2584551.667,32.77666667,13.11333333,6.556666667,97.143,15.8,27.35,56.47,83.82,2.9,29.2,27.3,26.13,7658.2,201.5,,,,12.295,2.72,0,0,20.2,100.8,6.48,32.2,95.6
20407,296.9,101,1713.1,13.307,52.677,34.017,21.43488,-7.08,-1.07,2.4,3.47,50.21,14.69,12.62,1.58,10.36666667,1620.2,64.6,2452.333333,3659766.333,22.52333333,4.506666667,4.506666667,96.926,14.53,28.07,56.78,84.85,3.1,36.5,38.3,35.66,1070.7,153,,,,13.305,6.42,0,0,0,153,0,45.1,45
20409,153.7,96.3,413.2,13.843,48.347,37.81,17.506,-14.03,-0.83,3.93,4.75,45.5,14.69,27.96,0.57,3.5,937.5,15,2307.25,595436.3333,37.68333333,0,0,98.157,10.8,17.84,68.08,85.92,1.8,28.6,34.7,20.22,2066.1,0,,,,15.5,21.695,0,0,0,206.6,0,37.1,0
20410,117.9,95.4,1030.9,7.216,43.505,49.278,15.16165,-14.08,-0.82,3.71,4.54,44.58,19.76,16.63,0.66,6.366666667,812.7,27.9,2291.75,1121506.667,18.73666667,18.73666667,0,97.925,21.77,26.01,52.22,78.23,2.1,22,16,31.17,25257.75,1030.9,,,,18.56,7.22,0,0,0,206.2,0,33.76,0
20411,322.5,86.2,986.8,15.035,52.999,31.966,21.52247,-8.31,-1.19,1.79,2.99,54.62,11.84,8.73,0.28,30.63333333,1481.3,60.2,2573.516667,1664369,8.56,8.56,0,97.026,21.98,31.27,46.7,77.97,3,47.6,29.3,40.21,1428.2,259.7,,,,10.39,2.08,0,0,0,51.9,0,17.1,81.2
20412,101.2,98.8,695.7,10.957,44,45.043,17.22114,-12.35,-0.7,5.74,6.43,47.21,23.79,22.3,0.32,11.36666667,482.4,9.1,2243.683333,634086.3333,20.52333333,20.52333333,0,99.099,30.61,11.82,57.58,69.39,0.9,18.5,21.2,47.1,13913,0,,,,15.65,10.435,0,0,0,173.9,0,20.24,0
20413,193.1,97.2,1025.6,5.788,35.165,59.048,18.83268,-17.62,-3.15,2.71,5.86,51.24,23.91,29.19,0.81,6.433333333,559.6,14.6,2383.316667,1357872.667,28.34333333,28.34333333,0,97.611,18.76,26.92,54.16,81.08,2.4,25.8,21.9,27.79,732.6,732.6,,,,15.015,4.765,0,0,0,146.5,0,28.36,124.1
20414,197,83.9,1821.4,10.4,49.647,39.953,22.03279,-10.89,0.71,3.64,2.94,50.88,16.75,19.3,0.48,12,629.4,15.3,2451.716667,1269341.333,12.99,12.99,0,97.179,20.11,28.49,51.4,79.89,2.8,40.5,16.3,36.32,587.5,0,,,,12.635,4.11,0,0,0,117.5,0,25.68,147.1
20415,448.5,84.1,1077.7,13.962,52.979,33.011,21.58128,-5.71,-0.33,2.3,2.63,56.19,14.52,10.06,0.49,19.7,1912.4,87.4,2575.083333,2434383.333,15.26333333,7.63,0,97.918,17.83,29.92,52.2,82.11,2.1,57.9,31.2,36.25,158.5,158.5,,,,7.53,3.485,0,0,0,47.5,0,22.74,48
20416,407.7,84.2,1335,14.32,53.914,31.766,20.70492,-3.33,-0.55,2.14,2.69,57.35,13.57,8.93,0.57,19.56666667,2319.2,142.1,2570.666667,2545495.333,13.35,6.673333333,0,97.564,21.49,32.08,46,78.09,2.4,56.5,34.7,41.4,1213.6,151.7,,,,4.7,1.595,7.585,0,0,45.5,0,18.52,0
20417,40,105.9,488.8,8.895,40.274,50.831,18.68958,-11.81,-0.98,3.71,4.69,55.06,25.74,21.94,1.83,10.03333333,830.2,22.3,2403.733333,1321997,4.01,4.01,0,93.8,32.41,18.12,49.25,67.38,6.2,14.3,32,32.69,2932.6,0,,,,16.62,8.8,0,0,0,293.3,0,12,0
20422,277.2,97.7,1220.6,9.465,51.113,39.358,23.8806,-10.96,-1.18,2.7,3.88,53.67,16.14,17.28,1.24,9.733333333,2040.1,69,2627.4,2490694.667,6.076666667,6.076666667,0,96.562,7.51,30.83,61.57,92.4,3.4,33.7,34,26.17,6424,0,,,,15.845,5.995,0,0,0,85.7,0,24.24,54.4
20423,180.7,98.4,626,10.805,48.435,40.645,20.0417,-10.33,-1.53,1.95,3.48,54.06,18.53,16.6,1.59,10.83333333,1048.7,34.3,2588.616667,2422809.333,4.29,4.29,4.29,98.138,9.27,35.13,55.25,90.38,1.9,29.9,25.7,31.6,1854.9,0,,,,17.505,6.495,0,0,0,46.4,0,8.58,57
20425,223.4,82.9,922.8,10.8,49.111,39.713,18.47575,-6.64,-0.34,1.98,2.32,57.18,18.3,14.37,1.04,10.03333333,1088.9,31.2,2609.533333,1909492.667,7.083333333,7.083333333,0,97.5,7.96,31.65,59.51,91.16,2.5,43.4,15.3,29,2050.6,0,,,,13.84,6.32,0,0,0,68.4,0,14.28,86.1
20429,23.8,96.8,1430.3,6.794,54.231,38.975,25.95908,-13.06,-0.95,2.74,3.69,44.84,14.36,19.9,2.29,11.3,1196,21.4,2545.25,1154068.667,2.84,2.84,0,97.778,11.14,15.23,73.41,88.64,2.2,27.7,29.5,26.91,9535.2,0,,,,17.285,5.365,0,0,0,119.2,0,2.8,0
20430,118.7,97.3,1150.3,10.092,49.673,40.235,20.91599,-7.72,-0.68,2.27,2.95,54.74,20.39,13.68,1.73,13.43333333,1442.5,62.2,2590.283333,2308561,3.173333333,3.173333333,0,98.088,8.01,45.05,46.47,91.52,1.9,27.9,29.1,25.34,3921.6,0,,,,11.765,4.97,0,0,0,52.3,0,6.32,0
20432,205.6,105.2,1124.6,10.189,50.676,38.779,21.16387,-7.2,-0.34,2.98,3.32,52.87,16.44,15.53,3.51,12.03333333,1567.8,89.1,2593.35,6779767.667,6.97,5.803333333,1.74,97.122,8.12,22.14,69.02,91.16,2.9,18.2,25.2,29.44,4101.15,169.1,,,,14.04,7.36,8.46,0,8.5,67.6,1.7,13.96,43.6
20446,257.7,86.7,573.9,8.895,47.704,43.4,20.95313,-6.13,1.11,3.66,2.55,55.11,18.64,16.63,0.25,30.1,1133.7,42,2578.716667,1641506.333,9.68,9.68,0,97.904,21.84,21.27,56.82,78.09,2.1,43.8,23,32.15,9325.7,0,,,,9.68,3.05,0,0,0,71.7,0,19.28,82.6
20448,198.2,82.9,705.4,10.309,49.593,40.098,23.54722,-5.63,-1.25,2.33,3.58,53.23,17.22,16.93,0.29,20.53333333,292.9,11.7,2447.916667,1272397,12.60333333,12.60333333,0,97.514,16.08,28.27,55.54,83.81,2.5,47.3,19,25.85,5968.5,0,,,,8.41,1.09,0,0,0,54.3,0,12.42,0
20450,690.9,83.9,857.7,15.104,57.987,26.849,21.17631,-0.36,0.2,3.32,3.12,62.39,10.74,7.1,0.18,48.53333333,2492.6,397.6,2859.216667,2542896,8.243333333,0,0,97.148,18.38,26.89,53.94,80.83,2.9,58.3,38.6,40.15,833.8,119.1,,,,7.09,4.05,35.74,11.91,0,59.6,0,41.26,44.4
20451,481.3,83.6,627.5,11.385,58.516,30.099,23.72152,-5.88,-0.34,3.16,3.5,57.84,10.65,7.03,0.52,13.1,2350.6,112,2663.733333,2165397,10.79666667,10.79666667,0,97.538,21.33,25.51,50.08,75.59,2.5,57,31,36.26,1344.7,224.1,,,,2.805,2.015,0,0,0,22.4,0,10.8,0
20452,299.4,78,845.7,8.584,49.535,41.882,23.54712,-8.55,-0.87,2.33,3.19,57.7,18.48,13.76,0.73,15.63333333,1155.3,39.8,2455.85,2955819,13.92166667,6.436666667,2.163333333,94.191,21.05,23.77,54.85,78.62,5.8,45.2,10.6,33.87,422.8,211.4,,,,9.83,2.01,0,0,0,63.4,0,18,0
20481,534.8,92,664.9,11.163,52.368,36.45,22.70148,-3.9,-0.22,2.24,2.46,59.09,17.52,11.91,0.3,44.26666667,1128.5,59.7,2691.666667,3144042.667,11.26666667,5.63,5.63,96.376,9.23,28.55,61.73,90.28,3.6,56.8,39.8,26.67,3425.3,100.7,,,,9.07,2.12,25.185,0,10.1,80.6,5.64,40.34,55.3
20482,466.6,77.5,1156,12.435,55.398,32.117,22.83546,-1.44,0.33,3.01,2.67,59.74,14.63,10.19,0.35,44.3,2037.6,109.9,2658.2,2851564,4.796666667,4.796666667,0,96.826,11.03,32.43,56.15,88.58,3.2,61.1,25.2,29.05,1708.9,100.5,,,,6.38,3.07,10.05,0,0,80.4,0,37.34,31.3
20485,156.7,99.8,1590.3,11.916,58.607,29.399,23.80587,-3,-0.25,3.67,3.92,57.53,12.38,8,1.4,30.03333333,1686.9,93.5,2536.2,3481563,3.516666667,1.76,1.76,96.561,5.75,14.04,77.75,91.79,3.4,16.6,19,36.91,168,112,,,,11.925,12.99,5.6,0,0,78.4,0,13.02,38.1
20486,77.7,98.2,1790.6,10.296,51.963,37.638,22.13682,-9.84,-0.96,3,3.96,47.91,16.08,14.41,1.98,13.93333333,1421.1,50,2479.05,2448454.333,2.683333333,2.683333333,0,97.683,10.61,21.35,67.92,89.26,2.3,19.8,21.6,35.96,344.4,344.4,,,,11.015,7.23,0,0,0,68.9,0,5.36,0
20521,834.5,105.2,1788.7,12.077,54.556,33.118,23.34281,-5.46,-0.32,2.68,3.01,59.84,16.08,10.06,0.4,31.73333333,2846.9,160.2,2912.466667,4280318.333,17.64,5.876666667,5.876666667,96.371,7.53,44.07,47.78,91.84,3.6,45.2,58.8,26.96,1882.9,67.2,,,,5.685,2.555,13.45,0,0,67.2,0,58.5,40.6
20541,646.6,84.1,448.5,13.278,53.868,32.798,21.23827,-3.34,-0.28,2.57,2.85,61.64,15.81,7.86,0.14,86.4,1671.2,106.8,2773.5,2976097.667,6.053333333,6.053333333,0,97.376,22.89,24.2,52.4,76.6,2.6,50.6,29.1,41.17,1401.6,93.4,,,,10.235,4.905,14.015,0,9.3,56.1,6.06,38.74,28.5
20543,511.5,80.3,668.3,12.271,55.424,32.177,22.2872,-7.01,-0.27,2.37,2.64,58.04,13.33,8,0.73,13.53333333,2065.3,114.2,2580.516667,2700743.333,7.53,7.53,0,97.34,19.93,30.66,48.94,79.6,2.7,54.5,26.4,40.04,142.2,0,,,,5.26,1.99,0,0,0,42.7,0,22.52,44.2
20561,449.3,87.4,748.3,9.767,52.007,38.024,21.96237,-9.13,-0.53,2.54,3.07,51.15,14.67,13.23,1.96,11,1457,51.9,2350.066667,4321312,12.05,3.433333333,0,96.914,24.97,16.8,57.71,74.51,3.1,33.4,16.9,39.78,2172.3,80.5,,,,10.3,7.725,0,0,0,40.2,0,15.22,21.2
20562,282.5,86.5,536.7,12.173,52.082,35.659,19.90684,-5.69,-0.04,2.77,2.81,53.21,15.13,11.86,0.73,17,1116.7,45.2,2479.383333,2321987.667,5.913333333,5.913333333,5.913333333,97.52,25.82,21.73,51.71,73.45,2.5,44,19.5,38.47,5796.5,0,,,,9.66,3.22,0,0,0,85.9,0,23.76,60.2
20563,333.9,89.5,373.7,10.463,53.722,35.729,21.36642,-9.71,-0.98,2.18,3.16,45.81,10.46,11.75,0.43,16.4,1366.3,44.2,2379.783333,2090471.667,10.59333333,10.59333333,0,98.383,12.79,17.21,69.59,86.8,1.6,28.5,15.2,36.04,287.4,0,,,,16.1,13.94,0,0,0,143.7,0,45.78,80.5
20583,231,93,661.2,9.73,51.269,38.907,20.87117,-8.32,-0.53,2.57,3.11,57.58,18.05,12.98,1.1,24.6,1814.9,81.5,2485.85,3623307,0.91,0.91,0,97.14,16.95,24.67,57.67,82.34,2.9,33.2,25.1,33.57,590.4,0,,,,10.275,5.14,0,0,11.8,35.4,2.7,7.64,30.3
20588,159.2,83.2,450.3,9.756,44.728,45.516,20.37422,-12.36,-1.8,1.28,3.08,54.47,18.62,21.2,0.43,22.73333333,741.3,28.3,2422.25,1874167.333,7.83,7.83,0,96.925,19.03,27.72,51.89,79.61,3.1,42.4,14.8,34.05,3189.5,0,,,,13.505,1.315,0,0,0,37.5,0,7.68,0
20590,322.7,79.4,397.7,10.503,53.53,35.931,21.35036,-6.76,-0.36,2.43,2.79,59.14,16.97,10.48,0.55,45.63333333,1672.1,73.6,2628.25,4755561,9.736666667,2.92,2.92,97.521,24.17,22.18,51.48,73.66,2.5,48.9,16.3,43.07,2531,0,,,,6.6,1.81,9.04,0,9,36.2,2.9,11.7,25.2
20602,56.1,98.6,665.6,7.885,41.782,50.333,15.84213,-11.83,-0.36,2.71,3.07,50.52,20.67,20.93,2,12.26666667,1466.3,66.4,2886.25,1913771.667,5.99,2.996666667,0,98.266,33.14,17.16,49.71,66.86,1.7,18.6,21.4,36.32,512,0,,,,10.75,2.56,0,0,0,153.6,0,8.96,0
21201,2827.7,103.4,1432.1,12.528,58.617,27.165,26.16951,-1.55,-0.07,2.77,2.84,55,11.97,11.29,1.92,70.33333333,4076.9,339.8,3383.9,83265801,33.86,18.85,12.56333333,96.378,1.61,23.7,69.64,93.34,3.6,30.9,34.2,25.72,125.4,7.4,66,18.94,109.31,8.94,6.415,12.785,1.725,7.1,98.1,20.26,278.98,14.5
21202,1634.1,103.4,2179.1,13.552,60.011,25.948,25.60956,-0.79,-0.12,2.78,2.9,58.49,11.89,9.34,1.94,47.33333333,3537.8,273.2,3188.566667,35097465.33,22.49,10.22,8.18,96.094,1.48,32.52,62.69,95.21,3.9,35.6,41.2,22.32,25,18.8,68,15.92,115.91,9.805,5.605,13.135,2.19,4.4,80.1,7.2,129.42,21.7
21203,332.8,101.3,479.9,13.424,55.558,30.892,21.45666,-3.84,-0.39,2.28,2.68,51.39,12.42,11.12,20.5,12.43333333,2826.2,158.4,2727.466667,28272625.67,7.016666667,4.433333333,1.476666667,98.035,10.78,22.79,65.45,88.24,2,5.9,8,33.27,162.6,112.1,74.9,20,140.89,14.735,9.005,10.65,1.12,3.4,88.6,1.1,28.78,18.1
21204,2371.5,88.7,1118.2,12.364,59.447,27.823,24.73002,-1.91,-0.43,2.44,2.87,66.72,14.95,9.62,0.86,51.13333333,2829.8,207.2,3118.883333,22539832,27.83666667,19.27666667,8.563333333,96.549,0.53,29.91,66.45,96.35,3.5,46.5,27.5,22.67,90.5,27.2,78.5,13.93,114.38,7.33,4.665,11.32,0.455,3.6,70.6,8.6,171.78,22.8
21205,1000.1,101.5,1447,13.509,59.013,27.309,24.57807,-2.48,-0.42,2.41,2.83,59.06,13.2,8.59,4.45,19.03333333,2778.4,178.6,2921.1,23523783,21.18333333,10.78,3.343333333,96.552,1.97,42.25,54.64,96.9,3.4,35.5,37.4,27.21,11.2,50.5,76.5,14.41,120.61,9.555,5.035,12.34,1.68,2.2,76.3,2.2,76.54,28.8
21206,534,98.6,962.2,13.083,55.639,30.91,22.33846,-2.51,-0.48,2.02,2.49,55.79,14.15,10.65,6.37,21.66666667,2640.4,168.3,2814.516667,24090694.33,12.95333333,8.18,3.41,97.616,5.37,39.56,52.06,91.62,2.4,16.8,16.1,25.11,164.8,25.4,79.4,15.12,128.36,9.615,5.745,9.505,1.27,3.8,71,2.06,37.72,24.6
21207,839.1,101.9,1811.2,11.32,56.787,31.83,22.85916,-8.26,-0.72,2.21,2.93,55.81,15.26,10.08,1.1,21.1,2354.4,123.3,2828.85,5797918,20.25,8.1,4.046666667,96.352,1.99,47.82,49.07,96.89,3.6,43,47.8,25.48,337.2,48.2,85.1,15.17,139.73,10.26,5.08,14.45,0,4.8,77.1,4.06,66.42,15.1
21208,738.7,92.1,1879.7,12.066,58.2,29.445,26.05991,-4.1,-0.55,3.11,3.66,57.23,12.56,10.65,1.65,30,2603.5,158.6,2780.3,9031437.333,13.35,11.44166667,5.72,96.565,2.43,31.06,64.65,95.71,3.4,46.5,27.6,21.75,154.9,25.8,72.6,16.26,123.34,8.86,5.485,11.62,1.29,5.2,90.4,3.8,64.82,26.3
21209,1254.9,85.7,1082.6,14.023,60.297,25.156,25.46851,0.21,0.06,2.68,2.62,59.83,11.92,7.77,0.51,100,3334.3,243.5,3087.083333,13217964.33,15.84,8.385,1.86,96.595,2.19,31.04,60.65,91.69,3.4,50.8,28.3,26.77,22.3,14.9,77.4,10.81,125.56,6.7,4.18,10.4,0.745,1.5,63.9,1.9,77.9,17.7
21210,442.6,97,914.4,12.461,54.888,32.542,21.98725,-4.92,-0.67,2.09,2.76,53.57,13.67,11.88,4.75,22.76666667,2415.7,154.5,2771.6,17257248.67,12.18333333,6.963333333,2.613333333,97.135,5.57,35.35,58.14,93.48,2.9,30.4,26.7,24.28,254.5,19.6,79.7,15.89,133.1,9.965,6.01,12.725,0.98,3.9,80.3,1.7,34.78,18.1
21211,1230.5,98.7,6402.6,15.367,61.325,22.297,25.32226,1.2,0.35,3.48,3.13,58.71,10.33,7.09,0.7,60.4,2745.2,182.7,2987.883333,11592581,19.93333333,6.643333333,6.643333333,96.548,2.99,39.06,54.53,93.59,3.5,50.9,47,24.29,0,36.1,70.2,16.61,110.78,8.045,5.3,9.93,1.81,3.6,65,4.4,78,16.2
21212,1487.7,94.1,2232.5,12.309,57.098,30.346,24.62544,-4.38,-0.41,2.32,2.73,61.05,14.42,11.15,1.09,32.36666667,2721.3,168.3,2767.733333,12578215.67,21.735,15.98,7.993333333,96.758,0.7,36.7,60.26,96.97,3.2,43.1,35,24.53,172.9,17.3,80.9,14.03,120.05,10.46,4.94,10.375,0,3.5,60.5,5.28,92.92,11.4
21213,2081,93.5,1538.5,14.006,59.369,26.354,24.5787,-0.63,0.05,3.19,3.14,63.29,14.11,8.2,0.83,79.2,3013.3,240.5,3185.116667,27808990,24.45,11.51,4.31,96.543,1.35,33.4,62.35,95.75,3.5,44.3,35.2,21.23,24.15,13.8,73.1,13.16,113.2,7.395,4.495,12.44,2.765,3.5,75.3,7.2,153.88,13.1
21214,1886,93,4972.9,13.938,60.215,25.331,24.08348,1.29,-0.07,2.93,3,64.79,14.53,7.76,0.82,60.93333333,2655.8,219.9,3084.8,19066099,22.51,11.25666667,5.623333333,96.403,1.39,35.98,59.06,95.04,3.6,49.2,37.9,21.42,76,30.4,72.4,9.79,109.43,6.54,4.445,18.745,1.52,4.1,64.8,7.48,122.14,16
21215,758.2,86.8,1630.2,11.267,57.177,31.511,24.61916,-8.49,-0.64,1.93,2.57,60.29,16.49,10.88,2.09,16.03333333,1470.2,99.5,2801.166667,8716834.667,25.27,8.423333333,2.806666667,96.369,3.39,40.47,54.93,95.4,3.6,48.8,28.8,27.1,553.2,110.6,91.2,16.52,135.8,8.205,3.135,9.22,0,3.7,81.1,2.8,62.3,35.1
21216,1928.1,82.5,2976.8,16.107,63.572,19.423,26.63476,4.63,0.1,3.91,3.81,58.43,9.09,5.76,0.27,100,2729.5,255.4,3203.716667,10960690,24.83,10.64,0,95.934,2.17,29.9,64.44,94.34,4.1,63.9,33.5,23.84,36.8,36.8,62,13.04,107.39,5.485,3.505,17.48,4.6,1.8,57,2.8,110.7,18.9
21217,409.9,95.9,421.1,11.605,50.976,37.403,18.3652,-7.62,-0.64,1.69,2.33,51.74,15.87,12.32,7.46,7.866666667,2302.4,101,2606.6,11095825.33,9.6,4.8,3.2,97.945,8.46,32.81,58.49,91.3,2.1,23.3,17,26.18,243,81,84,18.12,160.33,11.645,6.64,0,0,12.1,97.2,4.82,38.88,32.5
21218,612.2,96,870.7,14.264,57.847,27.775,22.72523,-3,-0.42,2.78,3.2,62.18,14.12,8.21,3.53,14.73333333,2191.3,182.5,2934.366667,10604388,14.47,7.233333333,3.613333333,97.005,7.74,29.48,59.72,89.2,3,56.5,46.7,27.56,117.7,29.4,84.2,13.19,141.55,10.06,4.835,13.235,0,0,67.7,0,42.66,31.8
21219,395.3,98.3,812.5,12.397,52.796,34.697,18.67178,-5.4,-0.5,1.81,2.31,50.62,14.44,11.78,9.7,10.3,2015.2,97.2,2691.816667,18211115.33,20.54333333,7.523333333,1.88,97.928,6.57,34.19,58.81,93,2.1,8.3,5.9,25.73,807.8,154.45,82.9,22.08,166,12.72,7.735,9.505,0,9.5,64.1,3.8,25.2,27.4
21220,386.7,99.6,1018.3,11.404,51.094,37.398,19.05404,-7.52,-0.84,1.93,2.77,46.4,14.85,12.89,8.01,10.13333333,2176,113,2546.666667,13675656.33,15.07666667,7.535,1.156666667,98.062,5.22,28.87,65.15,94.01,1.9,8.3,9.1,25.65,387.1,134,77.9,19.54,146.8,12.89,7.545,1.49,0,6,83.4,2.3,32.2,23.9
21221,430.9,87.6,1255.5,11.538,59.334,29.103,24.19588,-7.21,-0.9,1.82,2.73,57.83,13.23,7.4,1.05,72.9,1930.7,96.5,2818.55,10357165.33,12.24,4.08,1.22,96.602,7.27,33.7,55.69,89.39,3.4,46.4,27.9,29.45,56.8,85.2,92,10.61,149.72,10.89,4.145,7.1,0,2.8,71,1.2,30.6,19.5
21302,3112.8,97.7,1685.5,15.007,62.647,21.57,26.01159,3.44,0.29,5.56,5.27,58.67,9.41,6.93,0.07,100,4255.4,481.6,3202.3,4968675.333,37.93,12.64,12.64,95.818,1.76,29.13,64.3,93.43,4.2,62.8,64.9,27.04,40.6,40.6,61.5,13.68,108.41,8.55,4.45,30.46,0,0,89.4,0,288.24,18.8
21303,2208.7,92.4,879.1,13.705,59.002,27.064,24.66913,-0.26,0.15,4.15,4.01,60.87,12.14,9.99,0.1,100,3417.2,218.6,3139.933333,4606701.667,29.13,9.71,9.71,96.284,1.02,28.72,67.78,96.5,3.7,66.8,52.1,23.27,87.9,0,63.6,15.22,111.32,8.15,2.375,4.4,2.2,8.8,83.5,19.4,186.44,16.2
21341,537.5,87.6,992.1,12.477,58.559,28.871,23.54612,-7.35,-1.18,1.65,2.83,57.56,12.51,8.81,0.68,74.7,3630.2,252.3,2806.933333,6674959,12.96,3.7,1.85,95.928,3.42,38.05,57.44,95.49,4.1,55.1,34.9,23.9,378.9,34.4,89.7,12.62,151.96,8.18,2.945,17.22,0,3.4,44.8,1.9,24.82,11.9
21361,1141.5,88.2,2170.1,13.58,57.966,28.313,24.65996,-3.33,-0.37,2.3,2.67,60.1,12.88,9.11,0.54,42.36666667,1841.4,131.1,2838.95,6041887.667,28.96666667,8.276666667,4.14,95.573,1.83,41.39,55.54,96.93,4.4,55.5,37.8,18.84,127,36.3,82.4,13.95,133.64,6.425,2.56,12.705,0,3.6,54.4,4.1,62.04,38.5
21362,660.1,97.2,1334.4,10.096,53.754,36.15,23.11731,-8.36,-1.19,1.79,2.98,57.1,18.6,11.65,0.46,22.8,1779.5,74,2806.9,2802615,17.79,17.79,0,95.855,4.8,41.7,53.36,95.06,4.1,52.3,54.9,21.44,134.8,134.8,,,,8.36,4.045,0,0,27,53.9,14.24,39.16,37.3
21381,1026.7,86,1472.9,12.908,57.857,29.214,23.38421,-3.9,-0.52,2.75,3.27,59.83,14.96,8.23,0.18,100,1680.8,108.3,2850.583333,4503558,21.3,5.32,0,95.828,4.33,37.44,57.56,95,4.2,62.5,43.2,22.6,259.3,51.9,83,14.19,127.78,5.47,3.475,5.19,0,0,77.8,0,77.74,17.8
21382,446.6,95.3,2948,15.151,61.486,23.052,24.44895,-0.55,-0.45,2.54,2.99,54.01,8.11,4.41,0.21,100,3130.8,424.2,2836.6,2892114.667,13.43,4.48,0,95.69,3.84,38.14,54.77,92.91,4.3,62.1,61.2,26.45,0,100.3,,,,5.16,1.755,25.065,0,0,60.2,0,25.1,0
